subject,sessionIndex,rep,H.period,UD.period,DD.period,H.t,UD.t,DD.t,H.i,UD.i,DD.i,H.e,UD.e,DD.e,H.five,UD.five,DD.five,H.Shift_r,UD.Shift_r,DD.Shift_r,H.o,UD.o,DD.o,H.a,UD.a,DD.a,H.n,UD.n,DD.n,H.l,UD.l,DD.l,H.Return,UD.Return,DD.Return
s001,1,11,0.09310396785004495,0.08984405970624831,0.18294802755629325,0.05710896651257314,0.06757670383324473,0.12468567034581787,0.05523700519312794,0.08008510153519385,0.1353221067283218,0.07313673568711379,0.08233855075677758,0.1554752864438914,0.08780793338240107,0.06059713049593367,0.14840506387833474,0.054155206269264136,0.016946621912183827,0.07110182818144796,0.11022407218931066,0.07500244230871658,0.18522651449802727,0.07677037548874205,0.10433398970447781,0.18110436519321985,0.03419582347724081,0.0409959709332941,0.0751917944105349,0.06123271596674243,0.09647645997230396,0.15770917593904638,0.053636746041970045,0.06982092048119366,0.12345766652316371
s001,1,12,0.09695292514878996,0.09089911501190943,0.1878520401606994,0.05594223193148999,0.021003025866982668,0.07694525779847265,0.03505339829058993,0.07515159544181249,0.11020499373240242,0.06689041047208884,0.09698919394176621,0.16387960441385502,0.07085141807616432,0.0709607679357546,0.14181218601191892,0.06880983364057744,0.060838455237160576,0.12964828887773802,0.1468302763732706,0.07166098779810903,0.21849126417137962,0.07402021440441166,0.1398437736117998,0.21386398801621145,0.046888352641017816,0.016309347736270102,0.06319770037728792,0.11482840945296671,0.12032782466818305,0.23515623412114978,0.06902658065118443,0.04972286474189349,0.11874944539307793
s001,1,13,0.08350611765478078,0.12231188516121247,0.20581800281599325,0.07078340164004188,0.06426748074365701,0.1350508823836989,0.060810281123875605,0.088430729113086,0.14924101023696162,0.09224008990597449,0.0981458813753445,0.19038597128131898,0.05051124220896023,0.03417714377783132,0.08468838598679154,0.07935389851188576,0.009438424494034425,0.08879232300592019,0.13103011951953972,0.04483039431040484,0.17586051382994455,0.09560644175466017,0.0887341449855243,0.18434058674018444,0.06099956586383565,-0.03143433238102606,0.06099956586383565,0.09427308935716121,0.1529903454197344,0.24726343477689564,0.037760171287814996,0.09742500167802054,0.13518517296583554
s001,1,14,0.07949661820986129,0.10798549264298052,0.1874821108528418,0.020303469791844178,0.06142514762700161,0.08172861741884578,0.04888132461985264,0.06837488008365486,0.1172562047035075,0.0556670335885986,0.06312937427085821,0.1187964078594568,0.09349738363585564,0.03564036923116423,0.12913775286701987,0.07161666301942012,0.03504471096785939,0.1066613739872795,0.12331958939977147,0.04289472822754353,0.166214317627315,0.08497462992005167,0.16947076023505556,0.25444539015510725,0.06971754459251889,0.02929034056525662,0.09900788515777552,0.0843779233200587,0.15146436301537367,0.23584228633543236,0.07811735206674085,0.028173002200032833,0.10629035426677368
s001,1,15,0.06421978885852477,0.15961608753595613,0.22383587639448088,0.06664260893312471,0.03865729758529468,0.10529990651841939,0.07018367331188777,0.10758013934922055,0.17776381266110833,0.09559368556919423,0.08158691008798533,0.17718059565717956,0.10966945581080625,0.04815095433347404,0.15782041014428028,0.0466268152082047,0.025911075900983783,0.07253789110918848,0.11027628635795138,0.04594230613870856,0.15621859249665992,0.07362463347284608,0.11496037769228938,0.18858501116513546,0.02,-0.0015135316034620878,0.02,0.11689626500400453,0.1407232742358212,0.2576195392398257,0.04933376438782516,0.054014174042271136,0.10334793843009629
s001,1,16,0.1221081083809606,0.10327353466869164,0.22538164304965225,0.052799366109696315,0.08006014212499567,0.13285950823469198,0.0563710083449152,0.09768771270909403,0.15405872105400922,0.07933735273726898,0.08815447480538006,0.16749182754264905,0.05675686336418577,0.028016581338924127,0.08477344470310991,0.07674337803622949,0.011958902404298637,0.08870228044052812,0.12144582933284044,0.026392818534526546,0.147838647867367,0.07265302307034356,0.10650303385496343,0.17915605692530698,0.036768687477580456,0.044374703039975205,0.08114339051755566,0.09103873011816294,0.15635230431035818,0.24739103442852112,0.045754968955508464,0.09085714667889971,0.13661211563440817
s001,1,17,0.14952125937213323,0.1144067892333441,0.2639280486054773,0.05110732744014654,0.0470386567296756,0.09814598416982215,0.06393303246325423,0.07624317172639866,0.14017620418965288,0.07790016412450877,0.07305599138125832,0.1509561555057671,0.08085204556655284,0.03855979700274043,0.11941184256929327,0.046879649328320595,0.05882188901325317,0.10570153834157377,0.10936251657460512,0.11847350938857104,0.22783602596317615,0.0724863043084504,0.0901931177797149,0.1626794220881653,0.052361072191707984,0.026058886679747345,0.07841995887145532,0.07933030362726391,0.09692744672118454,0.17625775034844843,0.08206848168170651,0.03925072805182476,0.12131920973353126
s001,1,18,0.1306771242537941,0.11259684417383398,0.24327396842762805,0.04509819952819632,0.07551979928080126,0.12061799880899757,0.05883519995983722,0.057117470522935816,0.11595267048277304,0.08147057691413159,0.11778632021773003,0.19925689713186162,0.08541902405453079,0.06766208054013238,0.15308110459466318,0.08375078385735962,0.04441554620589104,0.12816633006325065,0.12413022149717717,0.04961711282501949,0.17374733432219666,0.050242030475967286,0.1039292826121306,0.15417131308809787,0.08363409711529118,-0.024351704108986395,0.08363409711529118,0.12587004731683213,0.1334940413595305,0.2593640886763626,0.04609022620967923,0.07056013720092501,0.11665036341060424
s001,1,19,0.13670922644903782,0.09547014587074668,0.2321793723197845,0.07192294603799841,0.06269338182168055,0.13461632785967897,0.04856433098342426,0.09645187362419892,0.14501620460762318,0.09049176842194208,0.07556612157253642,0.1660578899944785,0.08544086108651248,0.039186582196324454,0.12462744328283694,0.05082541615106473,0.00966061997593032,0.060486036126995046,0.12439374317963431,0.04474411532320909,0.1691378585028434,0.06677480768827819,0.0798416023679529,0.14661641005623108,0.04058706443812673,-0.001766425310139983,0.04058706443812673,0.11187167439781928,0.10770479074458277,0.21957646514240203,0.07932604566056017,0.07878044604411666,0.15810649170467683
s001,1,20,0.09954755925679228,0.08035979098058786,0.1799073502373801,0.08876171636164921,0.0010117440851288464,0.08977346044677807,0.06975593187471765,0.1219100725461592,0.19166600442087683,0.0763937583045473,0.07054522512700416,0.14693898343155143,0.07306925552063953,0.06980637295306762,0.14287562847370713,0.07816436054191814,0.05376495115631006,0.13192931169822822,0.08472563796964297,0.03886887313163123,0.1235945111012742,0.0808448672958614,0.07679210506210352,0.1576369723579649,0.05682427928937017,0.07089940872858093,0.12772368801795111,0.07111995844960696,0.1550530662110573,0.22617302466066427,0.04577323032734247,0.06081937660231476,0.10659260692965722
s001,1,21,0.09430725809093284,0.07311087579263872,0.16741813388357155,0.058954671384737554,0.06665753924480995,0.1256122106295475,0.07246738686588658,0.09801203331603957,0.17047942018192613,0.06476451012313739,0.08345815188198422,0.1482226620051216,0.0769586851748403,0.06412385711172004,0.14108254228656034,0.07793567644036245,0.01530562341647866,0.09324129985684113,0.16022215480559293,0.048172711740331976,0.2083948665459249,0.0724463073208147,0.0784160304651987,0.1508623377860134,0.05931443121328843,0.011687962583908277,0.07100239379719671,0.0670835398471343,0.12023460909223617,0.18731814893937046,0.06065062790663336,0.05912370915985533,0.11977433706648868
s001,1,22,0.1138126913028666,0.08464167276790889,0.1984543640707755,0.07336052494722482,0.03109902765386018,0.104459552601085,0.06736004870537662,0.03703041872123302,0.10439046742660965,0.08269459580305823,0.08545217587042063,0.16814677167347883,0.08984697457815426,0.019553450110665442,0.10940042468881969,0.07823968244302094,0.013308029024848999,0.09154771146786993,0.14978354344060965,0.06890182615667274,0.2186853695972824,0.06316590433025726,0.15942749358929856,0.22259339791955582,0.04303424616351103,0.013035954624882414,0.05607020078839344,0.0999501581034691,0.139734852532745,0.2396850106362141,0.06213269446451986,0.08815376248945131,0.15028645695397116
s001,1,23,0.10646387462879599,0.10999838085960116,0.21646225548839715,0.047017147501674315,0.027284804528685404,0.07430195203035972,0.07521096808030359,0.053305711596214916,0.1285166796765185,0.08234595761854782,0.03781480303078693,0.12016076064933474,0.06117866349542912,0.008923871654859574,0.0701025351502887,0.0765522897263627,-0.004440444673508061,0.0765522897263627,0.10735060262942588,0.07250484974054545,0.17985545236997133,0.08832855831434461,0.12593674309270664,0.21426530140705125,0.07562810046342829,0.028514933449657588,0.10414303391308587,0.11425733424115668,0.12592382541245606,0.24018115965361275,0.058576413219902104,0.026774677210349162,0.08535109043025127
s001,1,24,0.09979189785732473,0.13960428079869686,0.23939617865602159,0.04964670600539678,0.007507761065863647,0.05715446707126043,0.06319870384714661,0.10848311113428014,0.17168181498142676,0.10338598418749428,0.05095452485437676,0.15434050904187102,0.08131165240531202,0.032110982725034445,0.11342263513034646,0.06289692052726911,-0.014870894202644359,0.06289692052726911,0.1390163154902209,0.0455498244991712,0.1845661399893921,0.08087442768989016,0.10308717113356236,0.1839615988234525,0.04536778052780577,0.02976270441985241,0.07513048494765817,0.08424751975347722,0.1107135342437319,0.19496105399720912,0.06823981800959959,0.06698532266186065,0.13522514067146021
s001,1,25,0.0798541211735357,0.13173891581451994,0.21159303698805565,0.051927568150598034,0.034807183198319415,0.08673475134891745,0.07271955620626383,0.10390978704081215,0.176629343247076,0.10326280518867166,0.1266662921996364,0.22992909738830808,0.07419364401102511,0.028707488017340452,0.10290113202836557,0.08224975757734435,0.0726417582045521,0.15489151578189644,0.10572137014036774,0.07185166253264458,0.17757303267301233,0.07012143580073357,0.07005029747266121,0.1401717332733948,0.07527908863371728,0.025458530315158108,0.1007376189488754,0.09801940476819204,0.16774952316965586,0.2657689279378479,0.0791546391249111,0.053603620586132675,0.13275825971104377
s001,1,26,0.07046154814460262,0.06377810352430585,0.13423965166890847,0.060566192273305744,0.026299496204528594,0.08686568847783434,0.06722570855878511,0.08158718472229083,0.14881289328107597,0.06760994182421497,0.07724003240719227,0.14484997423140722,0.04602318415923343,0.07730552460789487,0.12332870876712829,0.05145910680194855,0.05395483864404673,0.10541394544599526,0.09594985467433427,0.05673542736612562,0.1526852820404599,0.08871951471897664,0.10082938119392992,0.18954889591290658,0.04852537064936757,0.07291993778468,0.12144530843404758,0.09070391556898255,0.140849693900854,0.23155360946983655,0.05779608691288612,0.05044766674616229,0.1082437536590484
s001,1,27,0.12609841149074943,0.11859453075928256,0.244692942250032,0.06541209937794222,-0.01901255711019637,0.06541209937794222,0.06609970425227756,0.10141225884453095,0.16751196309680852,0.08564915729487248,0.08337704724679003,0.1690262045416625,0.09436588837236778,0.05375005086712909,0.14811593923949687,0.0671772441318891,0.06413010222864253,0.13130734636053162,0.14117305568203803,0.02352009743108716,0.16469315311312518,0.08329755283256687,0.0891311591425511,0.17242871197511797,0.03131074222488327,0.024004654069220366,0.05531539629410363,0.05560606016868986,0.1160356667967461,0.17164172696543598,0.023531384179469633,0.0445054115167913,0.06803679569626092
s001,1,28,0.08512906059406525,0.10902817079491786,0.1941572313889831,0.05265957164133857,0.01339043328606412,0.06605000492740268,0.04850608531149538,0.11802244962866724,0.16652853494016262,0.07117591190618713,0.08458886845383591,0.15576478036002306,0.10651495152549695,0.006058868789300825,0.11257382031479779,0.029765402350472786,0.014757138474957757,0.04452254082543054,0.10309396558846672,0.027518743957539938,0.13061270954600668,0.07629508650562973,0.10525389893459097,0.1815489854402207,0.03789833281446939,0.021015409943084696,0.05891374275755407,0.06246909142763917,0.14396200423306513,0.2064310956607043,0.06203255085623212,0.12142991084144904,0.18346246169768116
s001,1,29,0.11476988797808002,0.10415961239960272,0.21892950037768275,0.06536186977569448,0.03891035231018868,0.10427222208588317,0.050782923766490025,0.04625330081812975,0.09703622458461977,0.10117895542903967,0.1231921285637593,0.22437108399279895,0.06512967860662668,0.041486513660091456,0.10661619226671812,0.05203619465739605,0.06334756258217258,0.11538375723956863,0.1467035797515431,0.03397199659455309,0.18067557634609618,0.07069393196792921,0.09438855895060723,0.16508249091853644,0.06329549729434002,0.03544604742969257,0.0987415447240326,0.11949633359846926,0.12046295020880964,0.2399592838072789,0.0449710529087627,0.08179348164647895,0.12676453455524164
s001,1,30,0.10945179165155698,0.10070292525666202,0.21015471690821902,0.06285567330007051,0.04406512090483015,0.10692079420490067,0.07483876078966821,0.08292176345645084,0.15776052424611908,0.0895158938731496,0.09117382791667022,0.18068972178981982,0.05638685076993781,0.0646916161369279,0.12107846690686572,0.06036546778031345,0.06452476327601882,0.12489023105633226,0.0815132463717823,0.038180892308969525,0.11969413868075182,0.08310275417529192,0.06623022015403086,0.14933297432932277,0.05835940227558209,0.006413269497648464,0.06477267177323055,0.08576180376569946,0.12116930121010848,0.20693110497580797,0.027479155887729857,0.06998589626307952,0.09746505215080939
s001,1,31,0.09762037909999627,0.1343822051662124,0.23200258426620865,0.08138095988235988,0.044065051520710566,0.12544601140307046,0.0755497588576316,0.023872404306481493,0.0994221631641131,0.09072123487461171,0.11343967234545899,0.2041609072200707,0.08869499414898514,0.05353722137381141,0.14223221552279652,0.05395467698538465,0.030525057708336013,0.08447973469372068,0.11451719079250842,0.06532202766938608,0.17983921846189452,0.0876411604801152,0.10512805958722572,0.1927692200673409,0.04215598044762304,0.060880551313458764,0.10303653176108181,0.07549920830147357,0.06299119019503543,0.138490398496509,0.07906025820901942,0.09328505275918227,0.1723453109682017
s001,1,32,0.10024866285536733,0.13254555589527311,0.23279421875064044,0.06691676036491558,0.015590674514459866,0.08250743487937544,0.06356955320049971,0.051643053768200275,0.11521260696869999,0.06773463417017216,0.06615169211315701,0.13388632628332917,0.07614830415529542,0.07334755123140632,0.14949585538670174,0.04986483693203125,0.05030827239387921,0.10017310932591046,0.05575166378917721,0.029327313554806757,0.08507897734398397,0.08697118028056887,0.13036437581272908,0.21733555609329797,0.07390911975709925,0.04280525018940759,0.11671436994650683,0.057867064053998184,0.114737012460469,0.1726040765144672,0.022534693306449805,0.06525200209137254,0.08778669539782234
s001,1,33,0.10131163985761288,0.10107155952843118,0.20238319938604404,0.04705531913289977,0.04585828797202929,0.09291360710492907,0.06972015980335947,0.08448275753486131,0.15420291733822078,0.06862780280403488,0.08796898272962868,0.15659678553366357,0.07490212279907643,0.0542581763178874,0.12916029911696383,0.06776439373924055,0.03862486632056626,0.10638926005980681,0.07447699479402121,0.04846604297014709,0.12294303776416829,0.0839413428899537,0.09685355160223183,0.18079489449218553,0.06344232800850805,0.0007382061511970796,0.06418053415970514,0.12584985754201308,0.1369083805042328,0.2627582380462459,0.06091340714446688,0.08714339630066618,0.14805680344513306
s001,1,34,0.11345091412944007,0.11137735816603014,0.22482827229547023,0.07497025974679858,0.05127579502902789,0.12624605477582646,0.06502243615226533,0.08134590922470573,0.14636834537697108,0.058931152193898675,0.09156839128779545,0.15049954348169414,0.07652058086824809,0.027859861399270196,0.10438044226751829,0.07820270853151955,0.039167839847650474,0.11737054837917003,0.08464930975105178,0.04501529739111823,0.12966460714217,0.07631128249184478,0.10654444596828039,0.18285572846012516,0.049029278784068805,0.018002612352779314,0.06703189113684811,0.062005826974298274,0.11691792298118338,0.17892374995548163,0.06507170433247086,0.052838977319741035,0.11791068165221189
s001,1,35,0.11076412631343148,0.1284178661338056,0.23918199244723706,0.051859195158103256,-0.021978020843830513,0.051859195158103256,0.07488625488750478,0.11359019568185746,0.18847645056936224,0.049663228362212354,0.09197113404168816,0.14163436240390054,0.07914016824420456,0.009120193491794175,0.08826036173599874,0.051421263301995514,0.06941454219921676,0.1208358055012123,0.12018173730112733,0.05574790236879485,0.17592963966992217,0.0987093927454899,0.09363460283495598,0.19234399558044588,0.03453073270510052,0.04999915138631364,0.08452988409141417,0.07786088692787133,0.12764836472678673,0.20550925165465805,0.07568230529829742,0.07634412045764595,0.15202642575594336
s001,1,36,0.10042785495620413,0.09539336828026033,0.19582122323646445,0.06934765918419654,0.08908301986697378,0.15843067905117034,0.05383640418343111,0.05541968718844437,0.10925609137187547,0.08677815849483803,0.07036607920788311,0.15714423770272115,0.07632615608733621,0.04940437205770048,0.12573052814503669,0.06657656460954138,0.045082782297764565,0.11165934690730595,0.12365710895502878,0.08662841394269398,0.21028552289772276,0.060063964207876984,0.1096842327287998,0.16974819693667678,0.06563019246695058,-0.0108646244819891,0.06563019246695058,0.07477351532348897,0.12041611072798993,0.1951896260514789,0.05207287524703599,0.09700551547001385,0.14907839071704984
s001,1,37,0.10009380472813234,0.18071009389523277,0.28080389862336513,0.0557735504988278,0.02930274252198864,0.08507629302081644,0.09600581763739577,0.06909100428079083,0.16509682191818661,0.12338232681774958,0.013513066677878967,0.13689539349562851,0.06269177110984048,0.08273965842383808,0.14543142953367857,0.08225267928211026,0.0515821364651405,0.13383481574725076,0.09771564351485992,0.05306716842548831,0.15078281194034823,0.09254734537318147,0.11640015840531234,0.2089475037784938,0.0749073176042787,0.0013187849218410932,0.0762261025261198,0.115666120978812,0.15954551574466064,0.2752116367234726,0.10346051097854304,0.087959319965489,0.19141983094403203
s001,1,38,0.11366689918098519,0.09061496165427006,0.20428186083525526,0.042046487964218546,-0.017723440606099608,0.042046487964218546,0.06972210927942414,0.13152959468963252,0.20125170396905667,0.07964714393614859,0.028929258041711606,0.1085764019778602,0.07800854525525135,0.04454587875979139,0.12255442401504274,0.05467934243444807,0.08318272060213414,0.13786206303658222,0.14964375698848528,0.09267170189101129,0.24231545887949657,0.06384468807395671,0.1179168611338255,0.18176154920778223,0.04552131740956574,0.046480293413549145,0.0920016108231149,0.07145980604829734,0.15935461853889132,0.23081442458718865,0.06358913343913085,0.07641027126258397,0.13999940470171482
s001,1,39,0.0646272319427203,0.12810214266911765,0.19272937461183795,0.03517308929238868,0.007481048104778303,0.04265413739716698,0.049084106338084584,0.13276590607952582,0.1818500124176104,0.08372344854959926,0.07233704088680998,0.15606048943640924,0.08392729979342142,0.10668842800512711,0.19061572779854855,0.05778102028736087,0.015601977150192202,0.07338299743755307,0.08541933445398762,0.05539307351288469,0.1408124079668723,0.10939712985396906,0.10566446759344036,0.21506159744740944,0.05781501265824704,-0.005041030091119698,0.05781501265824704,0.07067815566324308,0.15387795274688443,0.22455610841012752,0.06476128333081652,0.08050008288188641,0.1452613662127029
s001,1,40,0.06572168016785068,0.12420127096017879,0.18992295112802945,0.06607681875733079,0.0735225160536532,0.13959933481098397,0.07850865248555183,0.07702428396755458,0.1555329364531064,0.08772720088955602,0.09601785524809486,0.18374505613765085,0.072675456851998,0.028191615779157922,0.10086707263115591,0.0724940890132693,0.09489083423904686,0.16738492325231616,0.11276919747560875,0.09583815124802117,0.2086073487236299,0.07207815256559573,0.10043772192134261,0.17251587448693834,0.06065784010476896,0.011245877254854098,0.07190371735962306,0.11865452438779238,0.15640681516609284,0.27506133955388523,0.023349575583478305,0.08985005775583162,0.11319963333930991
s001,1,41,0.10622182980457767,0.15249299908972433,0.25871482889430203,0.04824529481955263,0.03996203549575114,0.08820733031530377,0.08072285926775898,0.10410470844251933,0.18482756771027828,0.11077434611164037,0.06942159195122281,0.1801959380628632,0.0624840051297889,0.06334094832295122,0.1258249534527401,0.040302083024420884,0.05129358931122311,0.091595672335644,0.14091012189910992,0.06458886573692496,0.20549898763603489,0.05307666427070337,0.09475325547034688,0.14782991974105028,0.056418657822606424,0.028372076924132142,0.08479073474673857,0.10193215670951154,0.11785947525142684,0.2197916319609384,0.035711987881601265,0.025977107138417287,0.061689095020018556
s001,1,42,0.07342820907465177,0.0849792331050947,0.15840744217974645,0.05162832923130648,0.010144458234696924,0.061772787466003405,0.05982921135015118,0.06694984576945086,0.12677905711960205,0.08417982696104227,0.08701807243970489,0.17119789940074714,0.08395077889314942,0.024808475438296684,0.1087592543314461,0.04646025417592313,0.012619364203183846,0.059079618379106975,0.11644311069266348,0.07263775865645851,0.189080869349122,0.0984857631468639,0.11149260044928636,0.20997836359615024,0.058336354735299606,0.0350200171572329,0.09335637189253251,0.09417641829342822,0.10327556365782782,0.19745198195125604,0.06948115715187021,0.058964931976617486,0.1284460891284877
s001,1,43,0.0619683685706961,0.10479821202856329,0.1667665805992594,0.04849821195709523,0.03463728737320944,0.08313549933030467,0.051193399840547986,0.07349448129450507,0.12468788113505307,0.06854327861415489,0.08400244560598792,0.15254572422014281,0.08350806183342914,0.053686540012303476,0.13719460184573262,0.05896598204296755,0.06378881866825811,0.12275480071122567,0.07675326775181315,0.05902977249477309,0.13578304024658625,0.09868023162485795,0.1208119808383217,0.21949221246317968,0.07652802236972645,-0.005052377564228739,0.07652802236972645,0.1213564023145495,0.11040877671632232,0.23176517903087182,0.07488560551102148,0.07508752863606762,0.1499731341470891
s001,1,44,0.11566150942292912,0.09049131758545556,0.2061528270083847,0.05736190486701804,-0.00853553077941995,0.05736190486701804,0.06725104940190292,0.0992517465650669,0.16650279596696982,0.08760853006545516,0.11451429674525083,0.20212282681070598,0.08457718386868308,0.051814832150031395,0.13639201601871445,0.0673542521436583,0.027210657635890048,0.09456490977954835,0.1403008340117393,0.06275046033925172,0.203051294350991,0.08415456131990513,0.1053185550282466,0.18947311634815173,0.05269292260569248,-0.004320960886246393,0.05269292260569248,0.09015942144684828,0.14570223486740919,0.23586165631425746,0.03484753693697645,0.07330479783993428,0.10815233477691073
